fecha,jugador,equipo,valor,fecha_ayer,valor_ayer,cambio,cambio_web
2026-09-26,Pierre-Emerick Aubameyang Aubameyang,Deportivo,9091000,2026-09-25,8986000,105000,0
2026-09-26,Yeremay Hernández Yeremay,Deportivo,7246000,2026-09-25,7293000,-47000,0
2026-09-26,Zakaria Eddahchouri Eddahchouri,Deportivo,1302000,2026-09-25,1269000,33000,0
2026-09-26,Alfonso Herrero Herrero,Málaga,8327000,2026-09-25,8169000,158000,0
2026-09-26,Carlos López Carlos López,Málaga,160000,2026-09-25,167000,-7000,0
2026-09-26,Álex Pastor Pastor,Málaga,187000,2026-09-25,179000,8000,0
2026-09-26,Angel Recio Recio,Málaga,1555000,2026-09-25,1511000,44000,0
2026-09-26,Carlos Puga Puga,Málaga,3098000,2026-09-25,3102000,-4000,0
2026-09-26,Diego Murillo Murillo,Málaga,191000,2026-09-25,164000,27000,0
2026-09-26,Einar Galilea Galilea,Málaga,2736000,2026-09-25,2847000,-111000,0
2026-09-26,Moussa Diarra Moussa,Málaga,161000,2026-09-25,174000,-13000,0
2026-09-26,Rafa Garrido Rafita,Málaga,3157000,2026-09-25,3068000,89000,0
2026-09-26,Aarón Ochoa Ochoa,Málaga,168000,2026-09-25,197000,-29000,0
2026-09-26,Dani Lorenzo Lorenzo,Málaga,4237000,2026-09-25,4336000,-99000,0
2026-09-26,David Larrubia Larrubia,Málaga,6963000,2026-09-25,6906000,57000,0
2026-09-26,Izan Merino Merino,Málaga,1343000,2026-09-25,1395000,-52000,0
2026-09-26,Joaquín Muñoz Joaquín,Málaga,1471000,2026-09-25,1526000,-55000,0
2026-09-26,Rafa Rodríguez Rafa Rodríguez,Málaga,276000,2026-09-25,253000,23000,0
2026-09-26,Ramón Enríquez Enríquez,Málaga,195000,2026-09-25,160000,35000,0
2026-09-26,Chupete Chupete,Málaga,5606000,2026-09-25,5708000,-102000,0
2026-09-26,Eneko Jauregi Jauregi,Málaga,193000,2026-09-25,206000,-13000,0
2026-09-26,Haitam Abaida Haitam,Málaga,181000,2026-09-25,160000,21000,0
2026-09-26,Simon Eriksson Eriksson,Racing,192000,2026-09-25,162000,30000,0
2026-09-26,Álvaro Mantilla Mantilla,Racing,1317000,2026-09-25,1358000,-41000,0
2026-09-26,Facundo González Facu González,Racing,837000,2026-09-25,914000,-77000,0
2026-09-26,Jorge Salinas Salinas,Racing,4767000,2026-09-25,4975000,-208000,0
2026-09-26,Manu Hernando Hernando,Racing,1791000,2026-09-25,1879000,-88000,0
2026-09-26,Íñigo Sainz-Maza Sainz-Maza,Racing,174000,2026-09-25,194000,-20000,0
2026-09-26,Iñigo Vicente Iñigo Vicente,Racing,9940000,2026-09-25,9783000,157000,0
2026-09-26,Maguette Gueye Maguette,Racing,1119000,2026-09-25,1109000,10000,0
2026-09-26,Sergio Canales Canales,Racing,7403000,2026-09-25,7371000,32000,0
2026-09-26,Sergio Martínez Sergio Martínez,Real Madrid,331000,2026-09-25,392000,-61000,0
2026-09-26,Giorgi Guliashvili Guliashvili,Racing,231000,2026-09-25,226000,5000,0
2026-09-26,Juan Carlos Arana Arana,Racing,212000,2026-09-25,210000,2000,0
2026-09-26,Dani Requena Requena,Levante,160000,2026-09-25,160000,0,0
2026-09-26,Jonathan Dubasin Dubasin,Osasuna,1130000,2026-09-25,1160000,-30000,0
2026-09-26,Fernando Niño Fer Niño,Elche,4833000,2026-09-25,4613000,220000,0
2026-09-26,Yassir Zabiri Zabiri,Racing,6133000,2026-09-25,6003000,130000,0
2026-09-26,Roger Hinojo Hinojo,Espanyol,2375000,2026-09-25,2348000,27000,0
2026-09-26,Yanis Musuayi Musuayi,Levante,160000,2026-09-25,164000,-4000,0
2026-09-26,Laro Gómez Laro Gómez,Racing,179000,2026-09-25,196000,-17000,0
2026-09-26,Miguel Sierra Sierra,Sevilla,4454000,2026-09-25,4255000,199000,0
2026-09-26,Péter Gulácsi Gulacsi,Villarreal,1736000,2026-09-25,1667000,69000,0
2026-09-26,Saba Sazonov Sazonov,Getafe,162000,2026-09-25,176000,-14000,0
2026-09-26,Pedro Felipe Pedro Felipe,Racing,178000,2026-09-25,191000,-13000,0
2026-09-26,Nico Guillén Guillén,Sevilla,160000,2026-09-25,172000,-12000,0
2026-09-26,Angeliño Angeliño,Deportivo,1192000,2026-09-25,1239000,-47000,0
2026-09-26,Orel Mangala Mangala,Getafe,1907000,2026-09-25,1985000,-78000,0
2026-09-26,Facundo Buonanotte Buonanotte,Elche,2018000,2026-09-25,2092000,-74000,0
2026-09-26,Robbie Ure Ure,Sevilla,2569000,2026-09-25,2628000,-59000,0
2026-09-26,Rockson Yeboah Yeboah,Osasuna,315000,2026-09-25,378000,-63000,0
2026-09-26,Georgiy Tsitaishvili Tsitaishvili,Rayo,543000,2026-09-25,538000,5000,0
2026-09-26,Ezequiel Ponce Ponce,Elche,271000,2026-09-25,324000,-53000,0
2026-09-26,Vanja Drkusic Drkusic,Espanyol,161000,2026-09-25,220000,-59000,0
2026-09-26,Marc Santos Marc Santos,Levante,160000,2026-09-25,160000,0,0
2026-09-26,Rodrigo Gamón Gamón,Valencia,196000,2026-09-25,209000,-13000,0
2026-09-26,Francho Serrano Francho,Getafe,278000,2026-09-25,253000,25000,0
2026-09-26,Álvaro Padilla Padilla,Elche,184000,2026-09-25,209000,-25000,0
2026-09-26,Giorgi Kochorashvili Kochorashvili,Sevilla,1684000,2026-09-25,1656000,28000,0
2026-09-26,Ifeanyi Ndukwe Ndukwe,Levante,229000,2026-09-25,214000,15000,0
2026-09-26,Kayne van Oevelen Van Oevelen,Valencia,160000,2026-09-25,197000,-37000,0
2026-09-26,Couhaib Driouech Driouech,Celta,315000,2026-09-25,367000,-52000,0
2026-09-26,Nathan-Dylan Saliba Saliba,Villarreal,3282000,2026-09-25,3174000,108000,0
2026-09-26,Adama Traoré A. Traoré,Deportivo,3133000,2026-09-25,3043000,90000,0
2026-09-26,Matteo Prati Prati,Racing,338000,2026-09-25,376000,-38000,0
2026-09-26,Gnangoro Bouare Bouare,Rayo,532000,2026-09-25,563000,-31000,0
2026-09-26,Alex Marchal Marchal,Real Sociedad,200000,2026-09-25,198000,2000,0
2026-09-26,Sebastián Cáceres Cáceres,Celta,674000,2026-09-25,635000,39000,0
2026-09-26,Kevin Lomónaco Lomónaco,Elche,722000,2026-09-25,775000,-53000,0
2026-09-26,Matia Barzic Barzic,Elche,168000,2026-09-25,188000,-20000,0
2026-09-26,Roy Revivo Revivo,Elche,661000,2026-09-25,618000,43000,0
2026-09-26,Iván Azón Iván Azón,Getafe,1113000,2026-09-25,1068000,45000,0
2026-09-26,Axel Tape Tape,Levante,171000,2026-09-25,184000,-13000,0
2026-09-26,Petar Ratkov Ratkov,Levante,1032000,2026-09-25,1082000,-50000,0
2026-09-26,Jens Cajuste Cajuste,Málaga,167000,2026-09-25,221000,-54000,0
2026-09-26,Romain Del Castillo Del Castillo,Osasuna,926000,2026-09-25,988000,-62000,0
2026-09-26,Aarón Martín Aarón,Racing,162000,2026-09-25,176000,-14000,0
2026-09-26,Jeanuël Belocian Belocian,Racing,1718000,2026-09-25,1802000,-84000,0
2026-09-26,Emil Audero Audero,Rayo,1344000,2026-09-25,1298000,46000,0
2026-09-26,Mujaid Sadick Mujaid,Rayo,642000,2026-09-25,613000,29000,0
2026-09-26,Mamadou Sarr M. Sarr,Real Sociedad,3781000,2026-09-25,3929000,-148000,0
2026-09-26,Félix Correia Félix Correia,Sevilla,1443000,2026-09-25,1397000,46000,0
2026-09-26,Youssouf Fofana Fofana,Sevilla,5965000,2026-09-25,5852000,113000,0
2026-09-26,Lucas Stassin Stassin,Sevilla,5114000,2026-09-25,5105000,9000,0
2026-09-26,Harvey Elliott Elliott,Valencia,3528000,2026-09-25,3669000,-141000,0
2026-09-26,Óscar López Óscar López,Getafe,162000,2026-09-25,187000,-25000,0
2026-09-26,Iker Córdoba Córdoba,Valencia,168000,2026-09-25,187000,-19000,0
2026-09-26,Aaron Ndive Mayol Mayol,Valencia,629000,2026-09-25,578000,51000,0
2026-09-26,Unai Santos Unai Santos,Osasuna,247000,2026-09-25,229000,18000,0
2026-09-26,José Ángel López José Ángel,Espanyol,160000,2026-09-25,160000,0,0
2026-09-26,Antonio Sivera Sivera,Alavés,10476000,2026-09-25,10476000,0,44000
2026-09-26,Ander Guevara Guevara,Alavés,299000,2026-09-25,299000,0,24000
2026-09-26,Antonio Blanco Blanco,Alavés,6777000,2026-09-25,6777000,0,-130000
2026-09-26,Nahuel Tenaglia Tenaglia,Alavés,9901000,2026-09-25,9901000,0,-41000
2026-09-26,Giuliano Simeone Giuliano,Atlético,10244000,2026-09-25,10244000,0,45000
2026-09-26,Abde Rebbach Rebbach,Alavés,1874000,2026-09-25,1874000,0,-36000
2026-09-26,Carlos Benavidez Protesoni,Alavés,192000,2026-09-25,192000,0,24000
2026-09-26,Marc Pubill Pubill,Atlético,10130000,2026-09-25,10130000,0,23000
2026-09-26,Unai Simón Unai Simón,Athletic,9972000,2026-09-25,9972000,0,-14000
2026-09-26,Dani Vivian Vivian,Athletic,1153000,2026-09-25,1153000,0,-12000
2026-09-26,Aitor Paredes Paredes,Athletic,5201000,2026-09-25,5201000,0,216000
2026-09-26,Yeray Álvarez Yeray,Athletic,2600000,2026-09-25,2600000,0,-56000
2026-09-26,Álex Berenguer Berenguer,Athletic,5229000,2026-09-25,5229000,0,22000
2026-09-26,Oihan Sancet Sancet,Athletic,9055000,2026-09-25,9055000,0,91000
2026-09-26,Iñaki Williams I. Williams,Athletic,5915000,2026-09-25,5915000,0,-71000
2026-09-26,Nico Williams N. Williams,Athletic,11533000,2026-09-25,11533000,0,58000
2026-09-26,Gorka Guruzeta Guruzeta,Athletic,3238000,2026-09-25,3238000,0,-130000
2026-09-26,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,5817000,2026-09-25,5817000,0,72000
2026-09-26,Yuri Berchiche Yuri,Athletic,5625000,2026-09-25,5625000,0,73000
2026-09-26,Beñat Prados Prados,Athletic,160000,2026-09-25,160000,0,0
2026-09-26,Koke Resurrección Koke,Atlético,9170000,2026-09-25,9170000,0,165000
2026-09-26,Jan Oblak Oblak,Atlético,10141000,2026-09-25,10141000,0,12000
2026-09-26,Marcos Llorente M. Llorente,Atlético,10423000,2026-09-25,10423000,0,44000
2026-09-26,Javi Galán Galán,Celta,2599000,2026-09-25,2599000,0,-44000
2026-09-26,Pablo Barrios Barrios,Atlético,10703000,2026-09-25,10703000,0,-22000
2026-09-26,Rodrigo Riquelme Riquelme,Betis,5572000,2026-09-25,5572000,0,13000
2026-09-26,Joao Cancelo Cancelo,Barcelona,11487000,2026-09-25,11487000,0,-39000
2026-09-26,Alejandro Balde Balde,Barcelona,2208000,2026-09-25,2208000,0,-77000
2026-09-26,Pablo Gavi Gavi,Barcelona,3766000,2026-09-25,3766000,0,-140000
2026-09-26,Pedri González Pedri,Barcelona,21706000,2026-09-25,21706000,0,-19000
2026-09-26,Raphinha Raphinha,Barcelona,20716000,2026-09-25,20716000,0,31000
2026-09-26,Andreas Christensen A. Christensen,Barcelona,3127000,2026-09-25,3127000,0,8000
2026-09-26,Frenkie de Jong F. de Jong,Barcelona,2524000,2026-09-25,2524000,0,-86000
2026-09-26,Jules Koundé Koundé,Barcelona,6319000,2026-09-25,6319000,0,-121000
2026-09-26,Lamine Yamal Yamal,Barcelona,23805000,2026-09-25,23805000,0,23000
2026-09-26,Fermín López Fermín,Barcelona,17732000,2026-09-25,17732000,0,22000
2026-09-26,Héctor Bellerín Bellerín,Betis,5747000,2026-09-25,5747000,0,68000
2026-09-26,Abde Ezzalzouli Abde,Betis,12962000,2026-09-25,12962000,0,98000
2026-09-26,Marc Bartra Bartra,Betis,6376000,2026-09-25,6376000,0,50000
2026-09-26,Marc Roca Marc Roca,Betis,7180000,2026-09-25,7180000,0,87000
2026-09-26,Isco Alarcón Isco,Betis,10240000,2026-09-25,10240000,0,-49000
2026-09-26,Aitor Ruibal Ruibal,Betis,162000,2026-09-25,162000,0,2000
2026-09-26,Robert Navarro Navarro,Athletic,3546000,2026-09-25,3546000,0,150000
2026-09-26,Carl Starfelt Starfelt,Celta,3120000,2026-09-25,3120000,0,36000
2026-09-26,Iván Villar Iván Villar,Celta,173000,2026-09-25,173000,0,-13000
2026-09-26,Miguel Rodríguez Miguel,Alavés,163000,2026-09-25,163000,0,-42000
2026-09-26,Carles Aleñá Aleñá,Alavés,385000,2026-09-25,385000,0,-48000
2026-09-26,Eric Garcia Eric Garcia,Barcelona,14361000,2026-09-25,14361000,0,-47000
2026-09-26,Lucas Boyé Boyé,Alavés,9517000,2026-09-25,9517000,0,143000
2026-09-26,Álvaro Valles Valles,Betis,11134000,2026-09-25,11134000,0,97000
2026-09-26,Jesús Areso Areso,Athletic,2316000,2026-09-25,2316000,0,51000
2026-09-26,Pablo Ibáñez Ibáñez,Alavés,5230000,2026-09-25,5230000,0,8000
2026-09-26,Dani Ceballos Ceballos,Betis,1535000,2026-09-25,1535000,0,55000
2026-09-26,Fran García Fran García,Betis,7050000,2026-09-25,7050000,0,81000
2026-09-26,Robin Le Normand Le Normand,Atlético,2545000,2026-09-25,2545000,0,71000
2026-09-26,Mariano Díaz Mariano,Alavés,4648000,2026-09-25,4648000,0,183000
2026-09-26,Alexander Sorloth Sörloth,Atlético,4665000,2026-09-25,4665000,0,-99000
2026-09-26,Álex Baena Baena,Atlético,13200000,2026-09-25,13200000,0,92000
2026-09-26,Denis Suárez Denis Suárez,Alavés,2219000,2026-09-25,2219000,0,17000
2026-09-26,Mikel Jauregizar Jauregizar,Athletic,1835000,2026-09-25,1835000,0,41000
2026-09-26,Johnny Cardoso Cardoso,Atlético,902000,2026-09-25,902000,0,71000
2026-09-26,Pau Cubarsí Cubarsí,Barcelona,16214000,2026-09-25,16214000,0,0
2026-09-26,Pablo Fornals Fornals,Betis,14155000,2026-09-25,14155000,0,-104000
2026-09-26,Joan Garcia Joan Garcia,Barcelona,14957000,2026-09-25,14957000,0,-64000
2026-09-26,Diego Conde Conde,Betis,206000,2026-09-25,206000,0,46000
2026-09-26,Iker Losada Losada,Betis,160000,2026-09-25,160000,0,-1000
2026-09-26,Nico Serrano Serrano,Athletic,194000,2026-09-25,194000,0,34000
2026-09-26,Álvaro Djaló Djaló,Athletic,160000,2026-09-25,160000,0,-20000
2026-09-26,Diego Javier Llorente D. Llorente,Betis,2240000,2026-09-25,2240000,0,-76000
2026-09-26,Alex Padilla Padilla,Athletic,160000,2026-09-25,160000,0,0
2026-09-26,Hugo Novoa Novoa,Alavés,160000,2026-09-25,160000,0,-17000
2026-09-26,Dani Olmo Olmo,Barcelona,14913000,2026-09-25,14913000,0,78000
2026-09-26,Julián Álvarez Alvarez,Atlético,11547000,2026-09-25,11547000,0,-42000
2026-09-26,Marc Bernal Bernal,Barcelona,9862000,2026-09-25,9862000,0,-124000
2026-09-26,Natan Natan,Betis,8010000,2026-09-25,8010000,0,172000
2026-09-26,Javi Rodríguez Javi Rodríguez,Celta,1470000,2026-09-25,1470000,0,-75000
2026-09-26,Gerard Martín Martín,Barcelona,10523000,2026-09-25,10523000,0,44000
2026-09-26,Toni Martinez Toni Martinez,Alavés,6442000,2026-09-25,6442000,0,-89000
2026-09-26,Juan Musso Musso,Atlético,212000,2026-09-25,212000,0,7000
2026-09-26,Giovani Lo Celso Lo Celso,Betis,3236000,2026-09-25,3236000,0,-137000
2026-09-26,Peio Canales Canales,Athletic,1598000,2026-09-25,1598000,0,-11000
2026-09-26,Wojciech Szczesny Szczesny,Barcelona,303000,2026-09-25,303000,0,-43000
2026-09-26,Facundo Garcés Garcés,Alavés,160000,2026-09-25,160000,0,0
2026-09-26,Ángel Ortiz Ortiz,Betis,210000,2026-09-25,210000,0,25000
2026-09-26,Antony Antony,Betis,15034000,2026-09-25,15034000,0,36000
2026-09-26,Maroan Sannadi Sannadi,Athletic,173000,2026-09-25,173000,0,-14000
2026-09-26,Cucho Hernández Cucho,Betis,9947000,2026-09-25,9947000,0,167000
2026-09-26,Adrián Rodríguez Adrián,Alavés,160000,2026-09-25,160000,0,0
2026-09-26,Ionut Radu Radu,Celta,10078000,2026-09-25,10078000,0,35000
2026-09-26,Álvaro Núñez Á. Núñez,Celta,1227000,2026-09-25,1227000,0,44000
2026-09-26,Rodrigo Mendoza Mendoza,Atlético,160000,2026-09-25,160000,0,-5000
2026-09-26,Hugo Rincón Rincón,Athletic,168000,2026-09-25,168000,0,-15000
2026-09-26,Jonny Castro Jonny,Alavés,4944000,2026-09-25,4944000,0,-73000
2026-09-26,Javi Rueda Rueda,Celta,3305000,2026-09-25,3305000,0,101000
2026-09-26,Unai Egiluz Egiluz,Athletic,160000,2026-09-25,160000,0,-35000
2026-09-26,Youssef Enríquez Youssef,Alavés,1746000,2026-09-25,1746000,0,-52000
2026-09-26,Junior Firpo Junior,Betis,415000,2026-09-25,415000,0,17000
2026-09-26,David Hancko Hancko,Atlético,10010000,2026-09-25,10010000,0,145000
2026-09-26,Roony Bardghji Bardghji,Barcelona,160000,2026-09-25,160000,0,0
2026-09-26,Valentín Gómez Valentín Gómez,Betis,549000,2026-09-25,549000,0,78000
2026-09-26,Nelson Deossa Deossa,Betis,2104000,2026-09-25,2104000,0,78000
2026-09-26,Alejandro Rego Rego,Athletic,168000,2026-09-25,168000,0,-30000
2026-09-26,Dominik Livakovic Livakovic,Barcelona,652000,2026-09-25,652000,0,44000
2026-09-26,Aymeric Laporte Laporte,Athletic,10812000,2026-09-25,10812000,0,46000
2026-09-26,Selton Sánchez Selton,Athletic,203000,2026-09-25,203000,0,43000
2026-09-26,Aitor Mañas Aitor Mañas,Alavés,196000,2026-09-25,196000,0,36000
2026-09-26,Ángel Pérez Ángel Pérez,Alavés,7681000,2026-09-25,7681000,0,92000
2026-09-26,Ville Koski Koski,Alavés,4195000,2026-09-25,4195000,0,159000
2026-09-26,Ademola Lookman Lookman,Atlético,10565000,2026-09-25,10565000,0,-81000
2026-09-26,Álvaro Fidalgo Fidalgo,Betis,181000,2026-09-25,181000,0,-10000
2026-09-26,Obed Vargas Vargas,Atlético,192000,2026-09-25,192000,0,32000
2026-09-26,Xavi Espart Espart,Barcelona,4677000,2026-09-25,4677000,0,196000
2026-09-26,Dani Martínez Dani Martínez,Atlético,187000,2026-09-25,187000,0,-1000
2026-09-26,Álex Grimaldo Grimaldo,Atlético,9877000,2026-09-25,9877000,0,200000
2026-09-26,Anthony Gordon Gordon,Barcelona,15090000,2026-09-25,15090000,0,-50000
2026-09-26,Facundo Bernal Bernal,Betis,4111000,2026-09-25,4111000,0,-123000
2026-09-26,Morten Hjulmand Hjulmand,Atlético,8950000,2026-09-25,8950000,0,-123000
2026-09-26,Hamza Abdelkarim Abdelkarim,Barcelona,1112000,2026-09-25,1112000,0,-50000
2026-09-26,Mikel Rodriguez Mikel Rodriguez,Alavés,211000,2026-09-25,211000,0,-47000
2026-09-26,Karim Adeyemi Adeyemi,Barcelona,12189000,2026-09-25,12189000,0,96000
2026-09-26,Kang-In Lee Kang-In Lee,Atlético,11592000,2026-09-25,11592000,0,76000
2026-09-26,Jesse Bisiwu Bisiwu,Barcelona,185000,2026-09-25,185000,0,-20000
2026-09-26,Beñat Gerenabarrena Gerenabarrena,Athletic,2061000,2026-09-25,2061000,0,58000
2026-09-26,Abdoulaye Faye Faye,Celta,160000,2026-09-25,160000,0,0
2026-09-26,Nicolás Valentini Valentini,Alavés,605000,2026-09-25,605000,0,39000
2026-09-26,Altay Bayindir Bayindir,Celta,187000,2026-09-25,187000,0,27000
2026-09-26,Cristian Romero Romero,Atlético,10037000,2026-09-25,10037000,0,201000
2026-09-26,Jorge Domínguez Jorge Domínguez,Atlético,190000,2026-09-25,190000,0,-14000
2026-09-26,Arnau Ortiz Ortiz,Atlético,524000,2026-09-25,524000,0,29000
2026-09-26,Rodri Hernández Rodri,Barcelona,14731000,2026-09-25,14731000,0,146000
2026-09-26,Troy Parrott Parrott,Betis,6498000,2026-09-25,6498000,0,39000
2026-09-26,Jordi Pesquer Pesquer,Barcelona,186000,2026-09-25,186000,0,21000
2026-09-26,Johaneko Louis-Jean Johaneko,Athletic,939000,2026-09-25,939000,0,-48000
2026-09-26,Salvi Esquivel Esquivel,Atlético,176000,2026-09-25,176000,0,-27000
2026-09-26,Jonathan David Jonathan David,Atlético,7837000,2026-09-25,7837000,0,176000
2026-09-26,Brian Fariñas Fariñas,Barcelona,166000,2026-09-25,166000,0,-7000
2026-09-26,Gabriel Jesus Gabriel Jesús,Barcelona,5907000,2026-09-25,5907000,0,72000
2026-09-26,Xanet Oláiz Oláiz,Alavés,160000,2026-09-25,160000,0,0
2026-09-26,Joselu Pérez Joselu,Getafe,167000,2026-09-25,167000,0,0
2026-09-26,Jorge Montes Montes,Getafe,187000,2026-09-25,187000,0,0
2026-09-26,Miguel Cubo Cubo,Atlético,170000,2026-09-25,170000,0,0
2026-09-26,Daniel Yáñez Yáñez,Real Madrid,170000,2026-09-25,170000,0,0
2026-09-26,Hugo Burcio Burcio,Celta,183000,2026-09-25,183000,0,0
2026-09-26,Jorge Cestero Cestero,Real Madrid,168000,2026-09-25,168000,0,0
2026-09-26,Carlos Ballestero Ballestero,Alavés,160000,2026-09-25,160000,0,0
2026-09-26,Taufik Seidu Taufik,Atlético,169000,2026-09-25,169000,0,0
2026-09-26,Diego Aguado D. Aguado,Real Madrid,160000,2026-09-25,160000,0,0
2026-09-26,Gorka Carrera Carrera,Real Sociedad,160000,2026-09-25,160000,0,0
2026-09-26,Aleksa Puric Puric,Atlético,163000,2026-09-25,163000,0,0
2026-09-26,Álvaro Leiva Leiva,Real Madrid,181000,2026-09-25,181000,0,0
2026-09-26,Marc Doménech Doménech,Atlético,160000,2026-09-25,160000,0,-27000
2026-09-26,Arkaitz Mariezkurrena Mariezkurrena,Real Sociedad,160000,2026-09-25,160000,0,0
2026-09-26,Lander Pinillos Pinillos,Alavés,160000,2026-09-25,160000,0,0
2026-09-26,Antal Yaakobishvili Yaakobishvili,Atlético,292000,2026-09-25,292000,0,8000
2026-09-26,Alberto Risco Risco,Getafe,160000,2026-09-25,160000,0,0
2026-09-26,Dani Díaz Dani Díaz,Real Sociedad,160000,2026-09-25,160000,0,0
2026-09-26,Stefan Bajcetic Bajcetic,Celta,165000,2026-09-25,165000,0,5000
2026-09-26,Coke Carrillo Carrillo,Celta,160000,2026-09-25,160000,0,0
